verb,reviewReason,affectedFormCount,affectedForms,pdfRows,pdfSlots,corpusClassification,verbnetClassification,status,frameEvidence,verbnetClasses,reviewStatus
tee,classification-gap; verbnet-unmatched,4,"tee, teed, teeing, tees",915,"V1, V2, V3, V4, V5",,uncertain,unmatched,,,pending
tell,corpus-vs-verbnet-conflict,0,,,,ditransitive,monotransitive,conflict,NP V NP S_INF (monotransitive); NP V NP S_ING (monotransitive); NP V NP S (monotransitive); NP V NP what S (monotransitive); NP V NP what S_INF (monotransitive); NP V NP how S (monotransitive),transfer_mesg-37.1.1-1-1,pending
tempt,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP ADJ (monotransitive); NP V NP S_ING (monotransitive),"amuse-31.1, urge-58.1-1",pending
tend,verbnet-unclassified,0,,,,intransitive,uncertain,unclassified,,caring-75.2-1-1,pending
terminate,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.source (monotransitive); NP V NP PP.attribute (monotransitive); NP V NP ADJ (monotransitive),"fire-10.10, stop-55.4-1, terminus-47.9",pending
terrify,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP ADJ (monotransitive); NP V NP S_ING (monotransitive); NP V NP PP.result (monotransitive),"amuse-31.1, bully-59.5",pending
test,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.attribute (monotransitive); NP V NP PP.value (monotransitive),"assessment-34.1, investigate-35.4",pending
think,corpus-vs-verbnet-conflict,0,,,,intransitive,ditransitive,conflict,NP V NP ADJ (monotransitive); NP V NP NP (ditransitive); NP V (intransitive); NP V NP (monotransitive); NP V NP to be ADJ (monotransitive),"consider-29.9-2, focus-87.1-1, wish-62",pending
throw,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP ADJ (monotransitive); NP V NP PP (monotransitive); NP V NP PP.result (monotransitive),"amuse-31.1, conduct-111.1, throw-17.1-1-1",pending
thrust,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V NP-Dative NP (ditransitive),"carry-11.4-1-1, push-12-1-1",pending
tie,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.co-patient (monotransitive); NP V NP (monotransitive); NP V NP together (monotransitive); NP V NP PP.co-patient PP.instrument (monotransitive); NP V NP ADJP (monotransitive),"mix-22.1-2, tape-22.4",pending
toss,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.recipient (monotransitive); NP V NP PP.recipient PP.theme (monotransitive); NP V NP PP.beneficiary (monotransitive); NP V NP PP.result (monotransitive),"crane-40.3.2, preparing-26.3-1, throw-17.1-1-1",pending
train,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.attribute (monotransitive); NP V NP to be NP (monotransitive),hire-13.5.3,pending
trample,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
transfer,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.theme (monotransitive); NP V NP (monotransitive); NP V NP PP.initial_location (monotransitive); NP V NP PP.destination (monotransitive); NP V NP PP.initial_location PP.destination (monotransitive); NP V NP PP.destination PP.initial_location (monotransitive),"contribute-13.2-2, send-11.1",pending
trap,classification-gap,2,"trap, traps",937,"V1, V5",,monotransitive,provisional,NP V NP PP.destination (monotransitive); NP V NP (monotransitive); NP V NP S_ING (monotransitive); NP V NP PP.result (monotransitive),"pocket-9.10, trick-59.2",pending
travel,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive),run-51.3.2-1,pending
treasure,classification-gap,3,"treasure, treasures, treasuring",940,"V1, V4, V5",,monotransitive,provisional,NP V NP (monotransitive); NP V NP PP.attribute (monotransitive); NP V NP S_ING (monotransitive),admire-31.2,pending
treat,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP S_ING (monotransitive); NP V NP to be ADJ (monotransitive); NP V NP PP.attribute (monotransitive),"characterize-29.2, equip-13.4.2-1",pending
tree,classification-gap,4,"tree, treed, treeing, trees",942,"V1, V2, V3, V4, V5",,monotransitive,provisional,NP V NP PP.destination (monotransitive),pocket-9.10,pending
triumph,classification-gap,1,triumph,944,V1,,intransitive,provisional,NP V (intransitive),marvel-31.3,pending
trust,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.attribute (monotransitive); NP V NP S_ING (monotransitive); NP V NP PP.recipient (monotransitive),"admire-31.2, conjecture-29.5-1, fulfilling-13.4.1",pending
try,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP ADJ (monotransitive); NP V NP PP.attribute (monotransitive); NP V NP PP.value (monotransitive); NP V NP PP.theme PP.attribute (monotransitive); NP V NP PP.attribute PP.theme (monotransitive),"amuse-31.1, assessment-34.1, prosecute-33.2-1, try-61.1",pending
type,classification-gap,1,types,948,V5,ambitransitive,ambitransitive,provisional,NP V (intransitive); NP V NP (monotransitive); NP V NP PP.destination (monotransitive),"scribble-25.2-1, transcribe-25.4",pending
typeset,classification-gap; verbnet-unmatched,3,"typeset, typesets, typesetting",949,"V1, V2, V3, V4, V5",,uncertain,unmatched,,,pending
understand,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.attribute (monotransitive),"accept-77.1, comprehend-87.2-1-1-1",pending
undo,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.instrument (monotransitive),destroy-44,pending
uproot,classification-gap; corpus-vs-verbnet-conflict,1,uproots,952,V5,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP (monotransitive),remove-10.1,pending
upset,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP ADJ (monotransitive),amuse-31.1,pending
urge,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP that S (monotransitive),urge-58.1-1-1,pending
utter,classification-gap,1,utter,956,V1,,monotransitive,provisional,NP V NP PP.recipient (monotransitive),say-37.7-1,pending
value,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.attribute (monotransitive); NP V NP S_ING (monotransitive); NP V NP PP.value (monotransitive),"admire-31.2, price-54.4",pending
vanish,verbnet-unclassified,0,,,,intransitive,uncertain,unclassified,,disappearance-48.2-1,pending
vary,corpus-vs-verbnet-conflict,0,,,,ambitransitive,intransitive,conflict,NP V (intransitive),"caused_calibratable_cos-45.6.2-1, differ-23.4",pending
vex,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP ADJ (monotransitive),amuse-31.1,pending
view,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive),"characterize-29.2-1, sight-30.2",pending
violate,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
vomit,corpus-vs-verbnet-conflict,0,,,,ambitransitive,intransitive,conflict,NP V (intransitive),breathe-40.1.2,pending
wake,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.instrument (monotransitive),other_cos-45.4,pending
walk,corpus-vs-verbnet-conflict,0,,,,intransitive,monotransitive,conflict,NP V NP (monotransitive),"resign-10.11-1, run-51.3.2-2-1",pending
wander,corpus-vs-verbnet-conflict,0,,,,intransitive,monotransitive,conflict,NP V NP (monotransitive),"meander-47.7, run-51.3.2-1",pending
want,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V NP NP (ditransitive); NP V NP PP.attribute (monotransitive); NP V NP to be NP (monotransitive); NP V NP (monotransitive); NP V NP S_INF (monotransitive); NP V NP to be ADJ (monotransitive),"appoint-29.1, want-32.1-1-1",pending
warn,verbnet-unclassified,0,,,,ambitransitive,uncertain,unclassified,,advise-37.9-1,pending
waste,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP S_ING (monotransitive); NP V NP PP.goal (monotransitive); NP V NP (monotransitive); NP V NP PP.instrument (monotransitive); NP V NP PP.theme (monotransitive); NP V NP PP.attribute (monotransitive); NP V NP VP.predicate (monotransitive); NP V NP PP.attribute VP.predicate (monotransitive),"consume-66-1, destroy-44, pay-68, spend_time-104",pending
watch,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.attribute (monotransitive); NP V NP PP.value (monotransitive); NP V NP PP.theme (monotransitive),"assessment-34.1, search-35.2",pending
water,classification-gap; corpus-vs-verbnet-conflict,1,waters,973,V5,ambitransitive,monotransitive,conflict,NP V NP PP.theme (monotransitive),butter-9.9,pending
waylay,verbnet-unmatched,0,,,,ambitransitive,uncertain,unmatched,,,pending
wear,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive),"simple_dressing-41.3.1-1, wipe_manner-10.4.1-1",pending
weave,corpus-vs-verbnet-conflict,0,,,,ambitransitive,ditransitive,conflict,NP V NP (monotransitive); NP V NP PP.beneficiary (monotransitive); NP V NP PP.material PP.beneficiary (monotransitive); NP V NP PP.product PP.beneficiary (monotransitive); NP V NP NP PP.asset (ditransitive); NP V NP PP.material PP.asset (monotransitive); NP V (intransitive),"build-26.1, meander-47.7, run-51.3.2",pending
wed,corpus-vs-verbnet-conflict,0,,,,ambitransitive,intransitive,conflict,NP V (intransitive),amalgamate-22.2-3-1-1,pending
weep,corpus-vs-verbnet-conflict,0,,,,intransitive,ambitransitive,conflict,NP V (intransitive); NP V NP (monotransitive),"breathe-40.1.2, marvel-31.3, nonverbal_expression-40.2",pending
weigh,verbnet-unclassified,0,,,,ambitransitive,uncertain,unclassified,,register-54.1-2-1,pending
welcome,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP ADV (monotransitive); NP V NP PP.location (monotransitive); NP V NP PP.attribute (monotransitive),"admit-64.3-1, judgment-33.1-1",pending
wend,corpus-vs-verbnet-conflict,0,,,,ambitransitive,intransitive,conflict,NP V (intransitive),run-51.3.2,pending
wet,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.instrument (monotransitive),other_cos-45.4,pending
whip,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.instrument (monotransitive); NP V NP ADJP (monotransitive); NP V NP PP.result (monotransitive); NP V NP PP.result PP.instrument (monotransitive); NP V NP PP.location (monotransitive); NP V NP PP PP.instrument (monotransitive),"knead-26.5, shake-22.3-1-1, spank-18.3",pending
wind,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.location (monotransitive); NP V NP (monotransitive); NP V NP PP.trajectory (monotransitive); NP V NP ADJ.result (monotransitive); NP V NP PP.result (monotransitive),"coil-9.6, knead-26.5, meander-47.7, pit-10.7, roll-51.3.1, rotate-51.9.1-1",pending
wish,corpus-vs-verbnet-conflict,0,,,,intransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP to be ADJ (monotransitive); NP V NP ADJ (monotransitive),"long-32.2, wish-62",pending
worship,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.attribute (monotransitive); NP V NP S_ING (monotransitive),admire-31.2,pending
wring,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP (monotransitive); NP V NP PP.recipient (monotransitive); NP V NP PP.recipient PP.theme (monotransitive); NP V NP PP.destination (monotransitive); NP V NP PP.instrument (monotransitive); NP V NP PP.source (monotransitive),"crane-40.3.2, funnel-9.3-1, touch-20, wipe_manner-10.4.1",pending
yawn,corpus-vs-verbnet-conflict,0,,,,intransitive,ambitransitive,conflict,NP V (intransitive); NP V NP (monotransitive),"hiccup-40.1.1, nonverbal_expression-40.2",pending
yell,corpus-vs-verbnet-conflict,0,,,,intransitive,ambitransitive,conflict,NP V (intransitive); NP V NP (monotransitive); NP V NP PP.recipient (monotransitive),"animal_sounds-38, manner_speaking-37.3",pending
yield,corpus-vs-verbnet-conflict,0,,,,ambitransitive,monotransitive,conflict,NP V NP PP.goal (monotransitive),"acquiesce-95.1-1, future_having-13.3",pending
zinc,classification-gap; verbnet-unmatched,2,"zincked, zincking",999,"V2, V3, V4",ambitransitive,uncertain,unmatched,,,pending
zoom,classification-gap,4,"zoom, zoomed, zooming, zooms",1000,"V1, V2, V3, V4, V5",,intransitive,provisional,NP V (intransitive),run-51.3.2,pending
